36,14,66
96,74,32
74,80,66
71,75,19
45,45,21
95,82,36
86,42,33
12,38,57
48,97,45
59,26,55
72,57,86
77,54,25
82,81,60
67,32,12
98,97,16
16,76,17
79,41,38
64,36,75
75,11,59
18,60,66
87,77,32
62,76,36
31,42,57
72,57,86
13,27,75
12,38,57
53,39,24
12,38,57
18,38,76
80,24,81
70,17,35
18,38,76
44,45,47
13,92,76
64,59,69
69,77,25
74,80,66
48,97,45
69,97,96
24,12,94
31,39,38
52,60,52
13,92,76
37,29,88
15,12,61
93,37,79
97,77,18
44,52,63
98,97,16
93,26,93
16,76,17
86,43,23
29,37,85
40,49,80
51,83,55
20,54,54
24,14,51
67,14,67
12,38,57
60,94,53
68,56,45
29,91,61
51,36,82
43,18,32
82,81,60
74,27,24
45,20,71
47,15,43
53,34,78
46,45,76
31,11,65
77,54,25
74,77,85
42,63,89
16,40,25
29,91,61
47,80,87
53,34,78
76,63,58
98,97,16
62,93,28
20,54,54
93,26,93
16,76,17
12,38,57
68,92,35
63,16,49
13,30,76
62,93,28
85,26,36
71,24,81
81,29,24
44,45,47
29,87,95
18,75,76
13,92,76
47,35,65
48,97,45
70,99,74
12,38,57
44,45,47
66,51,24
99,61,66
29,87,95
83,85,34
12,38,57
12,38,57
13,29,39
95,14,81
13,92,76
70,99,74
14,86,14
90,67,54
54,49,85
47,15,43
68,56,45
70,96,97
40,81,52
31,74,69
50,33,72
82,29,65
16,76,17
99,61,66
81,86,71
70,77,24
93,84,13
70,17,60
10,83,14
21,46,64
69,97,96
79,51,60
60,11,52
21,46,64
10,83,14
81,29,24
80,94,20
50,99,67
60,94,53
60,94,53
36,14,66
71,30,14
12,38,57
13,29,39
83,85,34
12,38,57
66,38,92
75,69,94
31,42,57
62,93,28
39,97,22
14,86,14
24,12,94
43,93,35
13,83,12
80,24,81
96,98,95
42,11,55
19,67,28
77,90,69
98,97,16
98,97,16
95,90,26
64,36,75
81,86,71
85,60,17
12,38,57
39,84,41
87,50,37
77,90,69
80,24,81
64,97,69
47,91,73
67,85,65
75,66,93
53,12,97
13,27,75
13,83,12
44,52,63
97,19,79
16,45,44
62,76,36
13,29,39
70,99,74
49,22,70
14,86,14
68,92,35
83,85,34
87,20,69
76,54,46
13,30,14
80,92,94
97,77,18
12,38,57
18,38,76
12,38,57
63,16,49
88,50,22
99,98,43
18,28,32
47,15,43
91,16,31
48,12,48
33,58,63
32,98,31
46,45,76
93,37,79
48,97,45
24,12,94
12,38,57
24,14,51
61,79,85
12,38,57
79,41,38
14,19,46
12,38,57
47,35,65
99,98,43
87,20,69
99,61,66
12,38,57
19,67,28
12,38,57
12,38,57
39,97,22
41,11,17
12,38,57
70,77,24
15,71,73
12,38,57
93,37,79
31,42,57
70,99,74
12,38,57
13,30,76
90,67,54
76,54,46
96,74,32
96,62,81
12,38,57
70,99,74
16,76,17
48,97,45
13,92,76
67,26,18
96,74,32
88,50,22
66,51,24
26,43,64
45,20,71
80,94,20
99,61,66
45,13,47
19,25,94
31,39,38
68,56,45
68,92,35
76,32,73
50,31,22
79,26,92
48,18,65
59,33,64
62,24,10
12,38,57
20,82,45
18,38,76
51,36,82
81,29,24
50,33,72
56,52,54
69,97,96
73,49,87
48,18,65
42,63,89
44,52,63
99,28,96
59,65,89
16,10,86
67,79,52
46,45,76
49,65,23
48,12,48
98,97,16
96,89,95
13,30,14
15,12,61
15,30,56
48,12,48
47,80,87
51,36,82
68,92,35
32,78,80
13,27,75
13,92,76
12,38,57
79,19,33
15,12,61
63,98,71
53,12,35
24,12,94
12,38,57
74,77,85
18,38,76
82,29,65
85,36,55
41,11,17
42,78,83
70,99,74
66,54,21
72,51,66
50,33,72
16,10,86
69,77,25
85,45,40
10,83,14
48,97,45
98,20,23
88,92,28
49,40,19
49,33,23
99,66,82
69,97,96
57,49,65
68,56,45
37,73,77
83,85,34
95,82,36
26,43,64
38,63,26
36,55,65
97,19,79
14,86,14
63,16,49
32,28,62
95,82,36
73,31,44
67,71,62
33,37,22
71,23,21
47,80,87
96,59,58
96,89,95
93,26,93
93,26,93
62,24,10
68,92,35
99,61,66
51,36,82
74,33,12
32,28,62
11,22,90
62,24,10
12,38,57
48,12,48
52,60,52
53,39,24
88,50,22
21,46,64
48,97,45
98,97,16
47,80,87
86,51,23
29,87,95
45,13,47
98,97,16
12,38,57
48,12,48
32,28,62
12,38,57
24,12,94
12,38,57
68,56,45
99,61,66
12,38,57
13,92,76
86,43,23
16,45,44
13,30,14
35,34,87
89,11,39
18,28,32
50,33,72
15,12,61
35,33,94
70,17,35
21,46,64
47,80,87
70,96,97
12,38,57
47,91,73
14,86,14
69,71,49
42,11,55
71,24,81
12,38,57
50,31,22
16,76,17
29,87,95
21,46,64
20,54,54
21,46,64
29,37,85
12,38,57
69,97,96
95,72,46
78,69,16
89,11,39
14,48,12
12,38,57
31,94,73
48,97,45
51,16,17
12,38,57
12,38,57
70,99,74
70,99,74
69,97,96
52,60,52
85,60,17
12,38,57
16,76,17
75,11,59
67,14,67
12,38,57
29,37,85
29,88,68
33,37,22
75,76,25
47,80,87
67,16,40
13,92,76
79,41,38
20,82,45
12,38,57
46,45,76
52,16,28
29,37,85
95,72,46
13,83,12
73,46,31
98,97,16
55,74,53
96,74,32
95,90,26
67,14,67
77,39,23
79,26,92
13,92,76
13,30,76
12,38,57
70,96,97
71,75,19
59,26,55
72,51,66
21,46,64
67,26,18
12,38,57
12,38,57
66,73,16
70,80,67
68,56,45
15,71,73
13,30,14
14,86,14
13,75,20
63,16,49
13,30,14
74,77,85
80,94,20
67,59,68
74,27,24
48,12,48
12,38,57
69,71,49
19,13,23
41,29,75
74,80,66
33,80,77
54,49,85
65,22,78
67,14,67
38,41,93
81,29,24
29,87,95
87,77,32
48,12,48
90,67,54
49,65,23
47,80,87
47,35,65
51,83,55
12,38,57
42,11,55
16,76,17
67,26,18
69,77,25
18,60,66
42,11,55
48,97,45
47,30,50
30,77,54
68,92,35
66,54,21
90,67,54
37,63,67
68,56,45
35,34,87
57,49,65
63,98,71
90,67,54
63,16,49
79,64,63
77,39,23
88,50,22
77,39,23
57,49,65
53,34,78
16,45,44
90,67,54
21,36,33
47,80,87
86,42,33
13,30,14
75,11,59
87,50,37
12,38,57
51,16,17
67,71,62
74,27,24
99,61,66
12,38,57
99,61,66
45,13,47
73,49,87
99,98,43
39,57,23
48,12,48
13,75,20
13,92,76
79,79,87
76,78,45
47,80,87
19,96,95
12,38,57
33,80,77
74,77,85
53,34,78
71,24,81
60,11,52
35,33,94
38,99,78
97,77,18
59,33,64
86,86,33
68,92,35
65,70,39
98,20,23
12,38,57
50,99,67
72,57,86
93,37,79
16,76,17
67,79,52
63,16,49
48,18,65
37,63,67
24,14,51
12,38,57
15,30,56
18,28,32
98,20,23
45,13,47
48,97,45
12,38,57
48,97,45
45,30,20
26,37,91
74,56,42
12,38,57
93,90,40
49,33,23
10,92,74
63,16,49
47,15,43
53,34,78
40,81,52
12,38,57
63,16,49
80,24,81
79,19,33
20,82,45
12,38,57
79,41,38
98,97,16
95,14,81
68,92,35
79,26,92
25,58,46
39,97,22
90,67,54
13,83,12
24,12,94
16,76,17
67,14,67
81,29,24
50,33,72
57,17,72
79,19,33
60,94,53
44,45,47
64,13,13
68,92,35
81,42,96
13,92,76
40,36,17
77,90,69
12,38,57
70,99,74
29,91,61
52,60,52
68,56,45
90,67,54
50,33,72
79,41,38
15,71,73
73,31,44
17,82,91
49,33,23
69,77,25
14,48,12
54,49,85
29,88,68
73,31,44
31,42,57
48,18,65
69,97,96
19,25,94
40,81,52
93,84,13
88,50,22
90,67,54
21,33,45
52,16,28
98,97,16
29,37,85
64,13,13
99,61,66
58,80,45
16,76,17
39,55,57
12,38,57
30,27,90
75,11,59
12,38,57
63,16,49
32,28,62
13,92,76
38,41,93
68,92,35
74,33,12
98,97,16
88,92,28
93,84,13
79,26,92
80,94,20
69,71,49
29,37,85
42,11,55
39,84,41
63,15,20
48,18,65
80,94,20
63,16,49
97,77,18
79,41,38
80,92,94
85,60,17
81,86,71
42,11,55
95,72,46
12,38,57
96,74,32
24,14,51
12,38,57
48,12,48
88,92,28
13,92,76
81,29,24
68,56,45
45,13,47
13,30,14
12,38,57
19,67,28
85,60,17
95,81,61
99,98,43
12,38,57
99,98,43
29,87,95
63,16,49
35,71,24
18,28,32
34,45,76
64,13,13
83,84,60
40,36,17
89,11,39
12,38,57
29,87,95
71,75,19
39,84,41
47,80,87
81,74,71
77,90,69
47,15,43
91,16,31
13,92,76
40,49,80
48,97,45
42,63,89
12,38,57
99,61,66
12,38,57
31,94,73
98,97,16
81,29,24
75,66,93
47,80,87
25,98,80
97,19,79
39,55,57
66,38,92
77,90,69
45,13,47
79,41,38
16,40,25
37,45,15
33,80,77
30,27,90
57,49,65
31,42,57
12,38,57
21,46,64
12,38,57
13,30,14
29,37,85
83,85,34
98,97,16
70,99,74
48,97,45
79,19,33
48,97,45
19,13,23
78,69,16
48,12,48
82,29,65
63,98,71
50,33,72
12,38,57
12,38,57
96,74,32
12,38,57
65,70,39
93,37,79
63,16,49
47,80,87
79,51,60
13,30,76
96,98,95
15,47,95
69,71,49
68,92,35
85,81,37
12,38,57
12,38,57
73,49,87
12,38,57
33,80,77
47,91,73
12,38,57
53,39,24
66,51,24
12,38,57
38,41,93
12,38,57
75,80,37
14,86,14
80,94,20
33,68,91
47,80,87
12,38,57
48,18,65
40,81,52
16,76,17
50,90,50
87,77,32
81,29,24
12,38,57
72,51,66
95,72,46
74,80,66
83,85,34
12,38,57
70,99,74
17,61,47
39,55,57
41,22,58
96,62,81
47,35,65
12,38,57
69,97,96
52,16,28
88,92,28
52,60,52
26,43,64
12,38,57
69,71,49
40,36,17
44,45,47
45,30,20
95,28,99
77,54,25
70,17,60
13,75,20
69,56,37
44,45,47
64,13,13
30,27,90
53,34,78
63,16,49
37,45,15
73,49,87
33,37,22
76,32,73
12,38,57
44,45,47
17,82,91
42,78,83
93,26,93
12,38,57
15,47,95
48,97,45
44,45,47
12,38,57
50,31,22
59,65,89
77,90,69
57,49,65
81,29,24
74,77,85
12,38,57
47,80,87
47,80,87
77,54,25
24,14,51
62,24,10
74,80,66
13,30,76
24,14,51
64,99,82
59,53,61
47,80,87
79,41,38
42,63,89
67,71,62
36,14,66
21,46,64
66,51,24
68,92,35
74,33,12
65,79,96
68,92,35
21,46,64
48,97,45
75,69,94
12,38,57
21,36,33
71,75,19
15,12,61
77,90,69
12,38,57
14,86,14
71,75,19
19,96,95
48,18,65
58,39,74
85,26,36
12,38,57
99,66,82
97,77,18
44,45,47
45,13,47
12,38,57
88,50,22
71,75,19
55,74,53
75,69,94
75,66,93
69,71,49
12,38,57
59,33,64
59,33,64
74,33,12
62,76,36
48,12,48
42,11,55
48,12,48
85,81,37
58,39,74
12,38,57
52,16,28
45,13,47
79,41,38
30,77,54
48,12,48
77,54,25
93,37,79
73,31,44
12,38,57
79,19,33
56,90,66
12,38,57
29,87,95
88,92,28
35,33,94
57,93,77
47,80,87
13,92,76
35,71,24
93,37,79
16,10,86
91,16,31
17,61,47
69,97,96
13,92,76
48,18,65
36,55,65
99,28,96
63,16,49
95,81,61
12,38,57
94,20,60
65,22,78
76,54,46
45,13,47
17,82,91
18,75,76
57,49,65
12,38,57
90,72,98
75,76,25
70,99,74
99,61,66
69,71,49
39,97,22
47,91,73
79,51,60
58,39,74
63,98,71
66,51,24
13,30,76
39,97,22
47,30,50
76,32,73
69,97,96
60,94,53
85,26,36
68,92,35
37,73,77
78,69,16
49,33,23
16,76,17
69,97,96
80,92,94
47,80,87
75,69,94
96,98,95
19,67,28
52,60,52
55,15,95
47,80,87
47,35,65
79,51,60
81,29,24
45,45,21
48,97,45
47,80,87
47,80,87
61,63,81
13,83,12
18,75,76
92,42,66
13,30,76
65,70,39
80,92,94
48,97,45
68,92,35
52,60,52
18,28,32
35,33,94
22,41,26
12,38,57
51,16,17
13,75,20
63,16,49
76,78,45
49,22,70
38,41,93
86,86,33
53,34,78
34,25,52
52,60,52
47,80,87
24,14,51
79,26,92
73,31,44
39,97,22
40,49,80
75,69,94
77,54,25
29,91,61
61,63,81
36,14,66
19,96,95
77,90,69
94,75,50
77,54,25
57,93,77
67,32,12
89,11,39
66,38,92
42,11,55
33,37,22
31,94,73
99,61,66
48,18,65
18,75,76
76,32,73
67,71,62
12,38,57
77,90,69
95,82,36
43,18,32
12,38,57
38,41,93
79,41,38
87,77,32
50,33,72
74,80,66
62,93,28
25,58,46
96,89,95
33,80,77
12,38,57
52,60,52
29,87,95
64,59,69
86,43,23
76,32,73
85,45,40
69,77,25
48,12,48
61,11,64
96,62,81
57,17,72
13,29,39
61,63,81
12,38,57
52,60,52
94,20,60
67,85,65
70,99,74
62,93,28
14,48,12
67,32,12
18,38,76
87,20,69
90,67,54
80,94,20
67,85,65
12,38,57
12,38,57
64,13,13
69,71,49
36,55,65
44,45,47
95,90,26
49,33,23
70,99,74
70,99,74
75,80,37
19,67,28
70,99,74
35,33,94
40,36,17
70,96,97
47,15,43
12,38,57
55,15,95
29,37,85
45,13,47
45,20,71
35,34,87
76,42,25
16,76,17
12,38,57
16,76,17
14,40,34
48,12,48
95,82,36
41,11,17
24,12,94
79,64,63
34,45,76
47,80,87
37,45,15
16,76,17
75,80,37
97,19,79
64,99,82
81,29,24
12,38,57
90,67,54
63,16,49
69,97,96
39,84,41
66,38,92
47,35,65
13,92,76
12,38,57
92,36,22
33,58,63
76,42,25
27,65,38
74,33,12
67,71,62
74,80,66
99,66,82
47,80,87
66,73,16
34,25,52
48,97,45
79,51,60
20,54,54
99,28,96
74,80,66
86,42,33
48,97,45
12,38,57
45,13,47
53,34,78
45,13,47
63,16,49
49,65,23
69,71,49
62,24,10
12,38,57
59,65,89
13,30,76
16,10,86
12,38,57
61,63,81
53,39,24
70,99,74
75,11,59
12,38,57
61,63,81
27,65,38
24,14,51
13,30,76
12,38,57
79,41,38
14,48,12
88,92,28
91,16,31
99,98,43
30,27,90
77,54,25
13,92,76
59,65,89
68,92,35
97,19,79
76,54,46
73,92,61
15,30,56
35,33,94
70,99,74
68,92,35
31,94,73
74,77,85
63,16,49
63,69,26
10,92,74
29,37,85
18,28,32
45,13,47
45,13,47
60,94,53
91,16,31
49,22,70
44,45,47
81,74,71
76,32,73
75,69,94
12,38,57
54,49,85
94,75,50
55,15,95
24,14,51
79,41,38
99,61,66
40,81,52
29,87,95
48,97,45
35,38,27
16,76,17
19,13,23
34,25,52
87,50,37
16,76,17
63,16,49
19,96,95
24,14,51
32,28,62
70,99,74
67,85,65
59,26,55
74,80,66
31,74,69
95,72,46
12,38,57
67,14,67
13,30,76
70,80,67
49,22,70
77,90,69
19,67,28
29,87,95
13,27,75
53,34,78
45,30,20
31,74,69
50,99,67
36,55,65
77,39,23
64,59,69
45,13,47
49,40,19
66,41,57
25,98,80
70,77,24
92,42,66
53,34,78
66,54,21
19,67,28
12,38,57
95,90,26
36,14,66
13,75,20
10,92,74
79,19,33
12,38,57
79,41,38
68,37,44
80,94,20
19,25,94
98,20,23
69,77,25
29,87,95
53,34,78
35,33,94
48,18,65
13,30,14
16,76,17
48,12,48
93,37,79
90,72,98
88,92,28
69,97,96
80,92,94
50,33,72
21,46,64
86,43,23
66,73,16
68,56,45
24,14,51
51,36,82
20,82,45
61,11,64
29,87,95
90,72,98
74,80,66
45,13,47
12,38,57
33,37,22
76,78,45
98,97,16
12,38,57
98,97,16
47,15,43
49,65,23
47,80,87
73,92,61
48,12,48
41,29,75
13,92,76
76,78,45
49,33,23
46,45,76
90,67,54
18,75,76
99,61,66
52,16,28
62,76,36
14,86,14
80,94,20
67,71,62
40,81,52
63,69,26
17,61,47
20,54,54
12,38,57
68,92,35
86,43,23
76,32,73
12,38,57
16,76,17
14,86,14
12,38,57
69,77,25
13,75,20
66,38,92
92,42,66
91,16,31
12,38,57
47,80,87
15,12,61
82,81,60
21,46,64
75,11,59
31,74,69
79,26,92
61,11,64
13,83,12
12,38,57
35,34,87
63,16,49
44,45,47
76,63,58
12,38,57
12,38,57
57,17,72
67,71,62
73,92,61
57,49,65
57,49,65
92,42,66
76,78,45
24,12,94
67,32,12
79,51,60
70,99,74
20,54,54
13,92,76
12,38,57
15,47,95
53,12,35
61,79,85
53,34,78
69,97,96
31,42,57
57,93,77
60,94,53
12,38,57
35,38,27
33,37,22
57,49,65
18,75,76
75,66,93
48,97,45
39,55,57
50,31,22
97,77,18
63,16,49
48,97,45
10,83,14
96,98,95
70,80,67
37,63,67
77,39,23
65,70,39
21,36,33
99,98,43
14,40,34
24,14,51
77,39,23
12,38,57
64,13,13
40,36,17
42,11,55
58,39,74
99,28,96
95,81,61
25,98,80
56,52,54
93,37,79
61,79,85
75,11,59
90,67,54
85,81,37
24,14,51
74,77,85
95,90,26
13,30,76
12,38,57
48,97,45
12,38,57
79,26,92
61,79,85
33,58,63
87,20,69
40,81,52
12,38,57
29,87,95
48,97,45
70,99,74
95,90,26
48,97,45
81,29,24
62,24,10
86,51,23
93,14,81
16,76,17
40,36,17
93,37,79
48,12,48
68,37,44
48,97,45
93,37,79
48,18,65
40,49,80
29,87,95
69,97,96
69,97,96
98,97,16
13,30,76
76,32,73
69,97,96
48,12,48
12,38,57
44,45,47
47,15,43
37,45,15
77,54,25
45,30,20
12,38,57
94,20,60
38,41,93
90,72,98
75,11,59
63,98,71
16,10,86
24,14,51
59,26,55
86,43,23
68,92,35
75,80,37
68,92,35
61,63,81
50,33,72
64,99,82
12,38,57
12,38,57
50,33,72
82,81,60
53,34,78
68,92,35
48,12,48
77,90,69
63,16,49
46,45,76
57,49,65
47,35,65
47,15,43
16,76,17
13,29,39
72,57,86
52,16,28
40,36,17
87,77,32
14,48,12
97,77,18
57,17,72
33,58,63
26,43,64
94,23,82
48,12,48
63,16,49
69,97,96
81,29,24
14,86,14
94,75,50
12,38,57
75,66,93
81,74,71
14,19,46
77,54,25
48,12,48
13,30,76
93,26,93
63,16,49
12,38,57
76,32,73
74,27,24
69,97,96
45,30,20
48,97,45
16,76,17
50,33,72
53,12,35
12,38,57
51,36,82
31,74,69
20,82,45
49,22,70
59,26,55
73,92,61
73,31,44
45,13,47
65,22,78
36,14,66
24,14,51
29,37,85
64,13,13
19,96,95
63,69,26
45,20,71
63,16,49
75,80,37
53,34,78
18,38,76
70,17,60
15,12,61
85,26,36
76,32,73
90,67,54
14,86,14
16,76,17
70,17,60
66,54,21
95,72,46
79,51,60
94,75,50
95,81,61
25,70,84
50,33,72
38,41,93
75,66,93
71,75,19
33,58,63
86,43,23
79,41,38
75,66,93
12,38,57
64,13,13
78,69,16
66,73,16
48,12,48
88,92,28
94,20,60
69,97,96
69,97,96
45,30,20
12,38,57
50,33,72
12,38,57
46,45,76
13,75,20
77,90,69
66,54,21
13,92,76
76,32,73
26,43,64
94,75,50
21,46,64
74,80,66
76,54,46
88,92,28
12,38,57
65,70,39
66,54,21
73,92,61
46,45,76
32,98,31
49,65,23
95,81,61
97,77,18
90,72,98
13,92,76
47,80,87
60,40,24
79,41,38
33,58,63
13,30,76
93,26,93
45,45,21
30,27,90
68,56,45
52,60,52
21,46,64
76,32,73
48,97,45
31,42,57
48,12,48
12,38,57
14,40,34
12,38,57
99,28,96
17,61,47
42,63,89
33,58,63
62,24,10
86,51,23
49,65,23
90,78,98
74,27,24
66,54,21
74,33,12
29,37,85
45,20,71
15,71,73
88,50,22
48,18,65
30,27,90
71,24,81
98,97,16
78,69,16
33,80,77
48,12,48
50,33,72
24,14,51
44,45,47
58,39,74
16,76,17
48,12,48
17,82,91
68,92,35
16,76,17
46,45,76
74,77,85
12,38,57
63,16,49
48,97,45
32,28,62
67,32,12
69,97,96
66,51,24
76,32,73
70,17,60
14,86,14
33,68,91
98,97,16
64,59,69
48,12,48
21,46,64
76,54,46
29,91,61
15,47,95
99,61,66
48,97,45
64,36,75
40,49,80
97,77,18
15,12,61
47,91,73
71,30,14
79,41,38
51,36,82
15,47,95
12,38,57
92,42,66
99,98,43
19,67,28
51,36,82
96,62,81
41,11,17
53,34,78
66,54,21
88,92,28
15,12,61
13,92,76
96,98,95
83,85,34
21,46,64
30,77,54
47,80,87
24,12,94
31,39,38
75,11,59
73,46,31
96,74,32
73,49,87
13,27,75
50,33,72
16,76,17
93,37,79
18,60,66
70,77,24
40,49,80
18,38,76
75,11,59
13,92,76
21,36,33
73,49,87
87,77,32
37,45,15
87,20,69
53,34,78
37,63,67
64,36,75
50,31,22
81,29,24
41,29,75
39,55,57
21,36,33
12,38,57
35,71,24
96,74,32
61,11,64
78,69,16
63,69,26
76,42,25
41,11,17
99,61,66
13,92,76
86,43,23
12,38,57
69,97,96
38,63,26
66,54,21
13,92,76
39,55,57
67,26,18
75,48,39
80,92,94
53,39,24
92,42,66
95,82,36
66,41,57
19,43,84
69,97,96
21,36,33
42,11,55
44,45,47
79,19,33
99,61,66
18,60,66
13,75,20
16,40,25
92,42,66
66,38,92
87,77,32
38,41,93
41,11,17
12,38,57
19,67,28
51,16,17
19,25,94
12,38,57
93,84,13
42,63,89
75,48,39
73,92,61
77,39,23
79,79,87
15,30,56
88,92,28
92,42,66
63,16,49
15,12,61
47,80,87
45,45,21
50,31,22
66,38,92
57,49,65
53,39,24
59,33,64
22,41,26
73,31,44
54,49,85
16,40,25
19,43,84
82,81,60
69,71,49
87,50,37
14,40,34
99,28,96
15,12,61
16,76,17
58,39,74
43,93,35
16,45,44
15,12,61
99,66,82
62,24,10
22,41,26
35,33,94
14,86,14
77,54,25
55,15,95
79,51,60
19,25,94
88,92,28
12,38,57
12,38,57
60,40,24
12,38,57
15,47,95
88,92,28
12,38,57
29,87,95
61,11,64
47,91,73
63,16,49
67,14,67
44,45,47
99,61,66
15,71,73
47,80,87
67,59,68
95,14,81
74,77,85
44,52,63
76,42,25
90,67,54
12,38,57
71,75,19
74,33,12
45,13,47
77,54,25
92,42,66
70,17,60
99,28,96
96,98,95
67,32,12
19,25,94
45,13,47
96,62,81
99,61,66
12,38,57
81,29,24
42,11,55
50,33,72
67,14,67
71,75,19
93,37,79
77,90,69
73,92,61
44,52,63
12,38,57
45,30,20
15,12,61
36,55,65
48,12,48
97,77,18
88,73,61
42,63,89
90,72,98
97,77,18
12,38,57
98,97,16
67,26,18
12,38,57
86,42,33
76,32,73
78,70,65
24,12,94
39,84,41
79,19,33
12,38,57
24,12,94
12,38,57
53,39,24
29,37,85
63,16,49
79,26,92
16,76,17
48,12,48
30,27,90
20,82,45
30,27,90
24,14,51
86,86,33
29,87,95
12,38,57
80,92,94
19,25,94
93,84,13
85,26,36
30,27,90
20,82,45
51,36,82
62,93,28
96,62,81
44,45,47
35,33,94
21,46,64
79,41,38
12,38,57
47,80,87
94,75,50
57,49,65
80,92,94
79,79,87
81,29,24
44,45,47
29,87,95
33,80,77
16,76,17
76,78,45
77,54,25
70,99,74
39,57,23
78,69,16
47,80,87
16,76,17
62,76,36
53,34,78
47,35,65
80,48,70
47,80,87
90,72,98
53,34,78
53,39,24
13,30,76
86,42,33
32,78,80
38,99,78
66,54,21
13,29,39
78,69,16
48,18,65
53,34,78
87,20,69
36,55,65
12,38,57
51,36,82
51,16,17
76,42,25
39,55,57
16,76,17
30,77,54
13,92,76
38,99,78
68,92,35
12,38,57
69,97,96
61,63,81
13,75,20
29,37,85
67,32,12
67,85,65
96,89,95
68,85,44
99,66,82
69,97,96
94,75,50
12,38,57
64,97,69
15,12,61
21,46,64
90,67,54
62,37,46
60,94,53
15,30,56
99,66,82
30,77,54
98,97,16
41,29,75
50,31,22
17,82,91
12,38,57
85,45,40
49,65,23
76,42,25
37,45,15
29,87,95
96,62,81
49,40,19
90,67,54
80,92,94
57,49,65
22,41,26
90,67,54
12,38,57
37,45,15
52,60,52
94,20,60
39,84,41
13,30,76
36,14,66
99,61,66
49,40,19
69,77,25
45,13,47
57,17,72
51,36,82
31,42,57
50,33,72
24,12,94
79,26,92
67,14,67
51,36,82
64,36,75
70,17,35
86,42,33
98,97,16
48,12,48
75,80,37
82,29,65
50,33,72
86,42,33
13,92,76
52,60,52
36,55,65
91,16,31
90,72,98
14,86,14
32,28,62
98,97,16
19,25,94
82,29,65
93,37,79
48,97,45
19,25,94
48,12,48
47,80,87
71,24,81
68,85,44
12,38,57
14,86,14
68,92,35
99,61,66
16,76,17
38,41,93
39,57,23
13,27,75
13,29,39
99,61,66
81,29,24
76,32,73
78,70,65
76,78,45
66,54,21
57,17,72
10,83,14
48,97,45
12,38,57
70,99,74
16,45,44
64,59,69
53,12,35
81,74,71
